nomdepto,codigohabilitacion,nombre,nitsnit,direccion,email
Bogotá D.C,1100107950,INSTITUTO DE ORTOPEDIA Y CIRUGIA PLASTICA SAS,860514752,AK 19 # 114 87,PACIENTESIOCP@HOTMAIL.COM
Bogotá D.C,1100126891,INSTITUTO DE OSTEOPOROSIS S.A.S,900568615,AV. BOYACA No. 54 A - 15,agendainor@hotmail.com
Bogotá D.C,1100107190,INSTITUTO DE REFERENCIA ANDINO S.A.S,800222660,CALLE 13 # 60 49 PI 3,informacion@iralabs.com
Bogotá D.C,1100119629,INSTITUTO DEL CORAZON DE BUCARAMANGA S.A.,804014839,AV CARACAS # 34 47,contacto@institutodelcorazon.com
Bogotá D.C,1100118296,instituto llorente medicina preventiva ltda,900187715,Diagonal 54 # 16 A 10,inst.llorente@gmail.com
Bogotá D.C,1100110113,INSTITUTO LUIS G. PAEZ,860007371,CRA 5 # 65 50,direccion@homeopatia.org.co
Bogotá D.C,1100118971,INSTITUTO MEDICO LA 34 E.U,900175307,AV CARACAS No. 34 36 PISO 2,INSTMEDICO@HOTMAIL.COM
Bogotá D.C,1100108975,INSTITUTO MEDICO NIEHANS ZELLEN SAS,830068566,CARRERA 7B BIS # 132-38 CONSULTORIO 609,institutozellen@yahoo.com
Bogotá D.C,1100121515,Instituto Nacional de Demencias Emanuel SAS,900359092,carrera 22 # 142 - 63,inde.emanuel@gmail.com
Bogotá D.C,1100128173,INSTITUTO NACIONAL DE INVESTIGACION Y MEDICINA ESPECIALIZADA SAS (INVAMES SAS),900510916,CARRERA 14 No.98-95 CONSUL 306,cristobaltomas@yahoo.com
Bogotá D.C,1100124352,Instituto Nacional de Oftalmología S.A quien podrá utilizar la sigla INO COLOMBIA S.A,900374792,CALLE 127A N° 7-53 CS 5001 5002 5003 5004 5005 5006,gerencia@inocolombia.com calidadino@gmail.com
Bogotá D.C,1100100103,INSTITUTO NACIONAL DEL RIÑON LTDA,800241339,CLL 43 # 25 - 61,clara_nino@baxter.com
Bogotá D.C,1100115422,Instituto Nacional para la Prevención de las Enfermedades del Riñón-PreveniRe,830122737,CARRERA 7B Bis Numero 132-38 Consultorio 704,institutoprevenire@gmail.com
Bogotá D.C,1100101824,INSTITUTO OFTALMOLOGICO SALAMANCA S.A IOSAL,830053297,CRA 18 # 79 32,IOSAL@HOTMAIL.COM
Bogotá D.C,1100120697,Instituto piel Renaissence SAS,830144635,AV 19 No102-31 LC 2-8,claudiacp16@hotmail.com
Bogotá D.C,1100108258,INSTITUTO ROOSEVELT,860013874,CRA 4 ESTE # 17 50 AV CIRCUNVALAR,IOIR@INSTITUTOROOSEVELT.ORG.CO
Bogotá D.C,1100104148,INSTITUTO VASCULAR ANDINO LTDA,830023826,Av. Calle 127 N°21-60 CS 225 Sala I,vascular@etb.net.co
Bogotá D.C,1100107032,INSTITUTO Y LABORATORIO CLILNICO LTDA,860055274,CALLE 38 # 8 28 LOCAL 1,
Bogotá D.C,1100128420,INTACTA - IMAGENES DIAGNOSTICAS DEL SENO S.A.S.,900773911,CARRERA 18 NO. 84-11 CONSULTORIO 803 EDIFICIO COUNTRY PARK,ADMINISTRACION@INTACTA.COM.CO
Bogotá D.C,1100120748,INTEGRA IPS NECESIDADES EDUCATIVAS ESPECIALES LTDA,900327387,CALLE 173 No. 56 21,integra-ips@hotmail.com
Bogotá D.C,1100102540,INTEGRA MEDICA COLOMBIA SA,830003807,CRA 14 No 127-11 CON 303 MEZANINE PISO 1,JALOR@YAHOO.COM
Bogotá D.C,1100124210,INTEGRAL HEALTH COLOMBIA SAS,900240414,calle 57# 20-48 Barrio San Luis Galerias,integralhealthsas@gmail.com
Bogotá D.C,1100120230,INTEGRAL ODONTOLOGIA AVANZADA LTDA,900259550,KR 17#106 16,juancarlosjaramillo@odontoavanzada.com
Bogotá D.C,1100113483,INTEGRAL SALUD LTDA,830031646,CL 109 # 17 A 35 CS 401,integralsaludltda@gmail.com
Bogotá D.C,1100124022,INTEGRAL SOLUTIONS SD SAS,900348830,CRA 7 N°.156-68 T. 3 PSO 33,gdiaz@integralsolutionssd.com
Bogotá D.C,1100128483,INTEGRALMEDICA S.A.S,900637245,Carrera 7B Bis No 132-38 P7 CS 701 702,nubia.quecho@integralmedica.com.co
Bogotá D.C,1100126739,INTEGRATIVE IPS SAS,900639401,CALLE 116 # 23 - 06 LOCAL 5 EDIFICIO BUSINESS CENTER 116,integrative@outlook.com
Bogotá D.C,1100125788,INTERNATIONAL DENTAL CENTER SAS,900587064,AVENIDA CARRERA 58 # 129-60 LOCAL 102,idcbogota@gmail.com
Bogotá D.C,1100117354,INTERNATIONAL TELEMEDICAL SYSTEMS COLOMBIA S.A. - ITMS COLOMBIA S.A.,900120195,Av. Calle 26 No. 69C-03 Torre B Piso 6,e.ponce@itms.cl
Bogotá D.C,1100122287,INTERVENIR SALUD IPS SAS,900143900,KR 49 # 95 34,xsaavedra@intervenirsalud.com;usuarios@intervenirsalud.com;luisarmandoprieto@gmail.com
Bogotá D.C,1100118221,Invecel LTDA,900126068,Carrera 14 No- 79 -47 Local 101,pablo.gutierrez@depiel.com
Bogotá D.C,1100120152,INVERMUNDO S.A,900274280,CRA 11 188 72 LC 11,DAYAN@REDELECSERVICIO.COM.CO
Bogotá D.C,1100127311,INVERSIONES AKIKINA SAS,900657252,Calle 161 No. 21-80,akikinasas@gmail.com
Bogotá D.C,1100122917,INVERSIONES ALEXANDER LLANOS SAS,900466956,CL 119 # 14 42 PI 4,info@alexllanos.com
Bogotá D.C,1100120491,Inversiones Amarise SAS,900294802,KR 14 # 78 44 PISO 2,viktoramado@hotmail.com
Bogotá D.C,1100117694,INVERSIONES B CEBALLOS A E U,900162693,CL 128 B No. 58 B 13,elite_dental@etb.net.co
Bogotá D.C,1100121113,INVERSIONES BEJARANO Y CASAS SAS,900355171,CALLE 32 SUR N° 52 A 08 LOCAL 201,sandra.bejarano@hotmail.com
Bogotá D.C,1100124918,INVERSIONES CASTAÑO TRIANA SAS,900582620,CARRERA 112A No. 78D - 08 Piso 2,paola_triana1@hotmail.com
Bogotá D.C,1100124967,INVERSIONES CLABE ORAL SAS,900521744,AK 58 128 B 55,claopinzon@hotmail.com
Bogotá D.C,1100128331,INVERSIONES COLMENARES SORONDO S.A.S,900744648,CALLE 97 #23-37 CONSULTORIO 310,clinicaorala1@gmail.com
Bogotá D.C,1100110677,INVERSIONES CREAR RAMA S.A,830010671,CR 49 B No. 91 - 91,servicio.cliente@dentisalud.com.co
Bogotá D.C,1100100130,INVERSIONES DAMA SALUD SAS,830108482,TV 24 No. 54-08,gabrielrp@sonria.com.co
Bogotá D.C,1100104471,INVERSIONES DENTALES SANTANDER S.A.S,830028950,AV BOYACA # 51 92 LOCAL 101 102,INDESAN@HOTMAIL.COM
Bogotá D.C,1100101010,INVERSIONES EN RECREACION DEPORTE Y SALUD S.A Y PODRA TAMBIEN DESIGNARSE CON LA SIGLA BODYTECH,830033206,carrera 19 B # 83-11,luz.garcia@bodytechcorp.com
Bogotá D.C,1100117622,INVERSIONES FLYDENT S.A,900057679,AK 19 NO 134A-07,fydent@hotmail.com
Bogotá D.C,1100118122,INVERSIONES GALVEZ PERALTA S A S,900181050,CL 70A # 90-01,galvezperalta@hotmail.com
Bogotá D.C,1100122186,INVERSIONES GRANDES IDEAS HOSPITALARIAS SAS,830102106,CRA 22 No.74-31,catherine.vargas@gihsas.com
Bogotá D.C,1100116090,INVERSIONES GRUPO ORAL SAS,900098622,AVENIDA EL DORADO # 68 C 61 LC 132,angeecruz@hotmail.com
Bogotá D.C,1100105775,INVERSIONES LAYNE S.A.S.,830085219,AK 45 102-07,contadoravidaplena@gmail.com
Bogotá D.C,1100119957,INVERSIONES MATERON ESCOBAR SAS (INMATES SAS),830121823,CL 91 No 19C-62 CS 305,daniel.materon@klinikcolombia.com
Bogotá D.C,1100123379,INVERSIONES NASHAO S A S,900458181,CALLE 134 N. 57 - 25,nashao_ips@hotmail.com
Bogotá D.C,1100123163,INVERSIONES OKEL SAS,900439201,CLL 36 SUR 78A 10,myriamfelisagomez@gmail.com
Bogotá D.C,1100130640,INVERSIONES SANCHEZ & SALCEDO S.A.S,900557256,CL 42 N° 66 - 42 PISO 1,inversionessanchezsalcedo@hotmail.com
Bogotá D.C,1100123371,inversiones sequoia colombia S.A.S,900485519,calle97#23-10,calidad.vip@miclinicavip.com
Bogotá D.C,1100125640,INVERSIONES SOLSTICIO S.A.S.,900450029,CALLE 106 49-15 PISO 1 CONSULTORIO 2,contacto@medicinadeoriente.com
Bogotá D.C,1100117508,INVERSIONES TRIVAL S.A.S,830093422,cra 67 a No 95-16,brackets.brackets@gmail.com
Bogotá D.C,1100130008,INVERSIONES VASQUEZ MUÑOZ SAS SIGLA INVERSIONES V&M,900925121,Diagonal 21 A No. 19-52 Sur,orthoevolution@gmail.com
Bogotá D.C,1100132304,INVERSIONES Y SERVICIOS GOMEZ MENDOZA SAS,901034656,CL 119 No. 7 - 14 CONS 810,alvarogomez10@hotmail.com
Bogotá D.C,1100120170,INVERSIONES Y SERVICIOS MANIDAN S.A,900210872,AK 9 # 116 20 CS 205,augpenar@cable.net.co
Bogotá D.C,1100121567,INVERSIONISTAS Y PROTECTORES EN SALUD SAS IMPROSALUD SAS,900329703,CRA 20 No 169-85,calidad@inprosalud.com.co
Bogotá D.C,1100127466,INVIGEN SAS,900627841,CL 134 Nº 7-83 CS 252,vitafertilidad@gmail.com
Bogotá D.C,1100117536,IPS ACCION SALUD S.A.S.,900162712,cra 19A No. 84-73,calidad-accionsalud@accionplus.com
Bogotá D.C,1100125016,IPS Anmediprev LTDA,900574946,Carrera 44 A No 22-50,ipsanmediprev@gmail.com
Bogotá D.C,1100122629,IPS APRIL COLOMBIA SALUD SAS,900445008,CL 94 A # 13 -42 PISO 1 EDIFICIO APRIL OFICINA 101 Y 102,alvaro.melendez@aprilcolombia.com
Bogotá D.C,1100131522,IPS BEST HOME CARE S.A.S,900657491,CR 47 A NO. 96 41 OF 302,direccion@besthomecare.com.co
Bogotá D.C,1100123223,IPS BIENESTAR EN CASA SAS,900473087,CALLE 24 No. 72 B - 53 OFICINA 202,bienestarencasa06@gmail.com
Bogotá D.C,1100128995,IPS CAMEDICA MP SAS,900887213,CR 20 C No 75 a 26,ipscamedicamp@outlook.com
Bogotá D.C,1100125172,IPS CENTRO DE PSICOLOGIA SAS,900591496,calle 124 # 7-38 consultorio 506,angiepv90@hotmail.com
Bogotá D.C,1100124045,IPS CENTRO DE RECONOCIMIENTO DEL CONDUCTOR CERTISALUD S A S - IPS CERTISALUD CRC SAS,900509546,AV CALLE 161 No 21-38 PISO 1 LOCAL 2,certisaludcrcsas@gmail.com
Bogotá D.C,1100120735,IPS CENTRO ESPECIALIZADO EN ENFERMEDADES PULMONARES S.A.S. SIGLA IPS CEEP S.A.S.,900322195,CL 134 # 7 83 CS 333,c.e.e.p@hotmail.com
Bogotá D.C,1100121594,IPS CENTRO INTERNACIONAL DE ESPECIALISTAS S.A.S,900369223,CRA 49 NO 91-25,info@ipscines.com
Bogotá D.C,1100124417,IPS CLÍNICA INTEGRAL SAS,900392102,CL 90 # 12 28 OF 39 PISO 3,clinicauciintegralsas@gmail.com
Bogotá D.C,1100108575,IPS CLINICA JOSE A RIVAS S.A.,800149169,AK 19 No. 100-88,diradministrativa@clinicarivas.com
Bogotá D.C,1100106086,IPS COMFASALUD S A,830015068,CALLE 17 # 10 16 PI 9,ipscomfasalud@hotmail.com
Bogotá D.C,1100117170,IPS CONSULTORIO DE TERAPIAS PRIMERA DE MAYO LTDA,900135378,CL 4 SUR No. 71 D- 49,penelopesoy@hotmail.com
Bogotá D.C,1100122082,IPS DE LAS AMERICAS SAS,900413988,AK 10 N°16-29 SUR,direccion.ipsamericas@gmail.com
Bogotá D.C,1100117313,IPS DENTI EXPRESS E U,900127946,Cra 63 No 57 B - 27 SUR,denti.express@yahoo.com.co
Bogotá D.C,1100120231,IPS ESPECIALIZADA S.A.,900293923,AUTOP N # 103 B 35,solicitudesadministrativasips@ipsespecializada.com.co liliana.guayara@ipsespecializada.com.co procedimientos@audifarma.com.co hernando.cortes@ipsespecializada.com.co calidad@ipsespecializada.com.co
Bogotá D.C,1100118976,IPS FERNANDO KUAN MEDINA SAS,900147276,CL 70 N0 29-16 PISO 1,ipsfernandokuan@yahoo.com
Bogotá D.C,1100120761,IPS IMAGENES DIAGNOSTICAS FRANKLIN GUEVARA EU,900327683,CR 21 No 26 - 44 SUR,confagmed@gmail.com
Bogotá D.C,1100131408,IPS INNOVAR PROCESOS EN SALUD S A S,901038395,AK 20 No. 86 65,juanandres05@hotmail.com
Bogotá D.C,1100118448,IPS JAH RAFA S.A.S.,900193493,CARRERA 75 # 23 A 12,CONTRATACIONJAHRAFA@GMAIL.COMATENCIONYCALIDADIPSJAHRAFA@GMAIL.COM
Bogotá D.C,1100123970,IPS PRECISION DENTAL SAS,900514304,ak 27 No 2 - 42,precision_dental@hotmail.com
Bogotá D.C,1100128081,IPS PROACTIVA ENFASIS EN PATOLOGIAS CRONICAS SAS,900763869,CALLE 28 # 13 A 24 OFICINA 511,jenny.carolina.ramirez.vanegas@gmail.com
Bogotá D.C,1100125914,IPS PROFESIONALES EN SALUD SAS,900584038,CARRERA 25 # 51-37,ipsprofesionalesensaludsas@yahoo.com
Bogotá D.C,1100119023,IPS RADIOLOGIA ESPECIALIZADA S.A.S,900226877,AV CALLE 68 # 54 43,rxespecializada@yahoo.com
Bogotá D.C,1100121983,IPS ROBLES ESTETICA & SPA SAS,900397612,calle 134 N13 - 28,asistenciadmin@roblescirugia.com
Bogotá D.C,1100124244,IPS SALUD INTEGRAL SABANA SAS,900536124,calle 97 a n 51-56,ipssaludintegralsabana@gmail.com
Bogotá D.C,1100128871,IPS SALUD OCUPACIONAL HORIZONTE LTDA SIGLA SOH,900486009,Calle 59 No. 13 - 33 Oficina 404,m.ramirez@gsh.com.co
Bogotá D.C,1100122754,IPS SALUD OCUPACIONAL INTEGRAL COLOMBIANA SAS SIGLA IPS SOINCO SAS,900435736,CALLE 87 No. 21-63,gerencia@soincoips.com
Bogotá D.C,1100130472,IPS SERVICIOS ESPECIALIZADOS DE REHABILITACIÓN EN SALUD SAS - IPS SERHES SAS,900981275,CARRERA 70 No. 108 - 93,ipserhes@gmail.com
Bogotá D.C,1100121804,IPS VACUNAR COLOMBIA SAS,900394707,CRA 18C No 26 A - 08 Sur,vacunarolaya@gmail.com
Bogotá D.C,1100119087,IPS YENNY ZORAYA SALAZAR M. S.A.S.,900231829,CARRERA 35 BIS NO 58 83 INT 1,golleman@hotmail.com
Bogotá D.C,1100127032,IQ MEDICAL LTDA,900283064,CALLE 124 NO 53A-52,iqgerencia@iqmedical.com.co
Bogotá D.C,1100117475,IRO LTDA IMAGEN Y RADIOLOGIA ORAL LTDA,900108627,CL 4 # 56- 04 PI 2,rcastel@javeriana.edu.co
Bogotá D.C,1100125320,ISH INTEGRAL SOLUTIONS IN HEALTH SAS,900601075,KRA 26 39-27,ish.gerenciageneral@outlook.com
Bogotá D.C,1100122698,ITAL LENT SAS,860054366,CARRERA 13 118 33,v-restrepo@ital-lent.com
Bogotá D.C,1100107975,J Y A GOMEZ GUTIERREZ Y CIA LTDA,800241327,AK 7 # 119 14 CONS 328,UPU@TUTOPIA.COM
Bogotá D.C,1100129987,J&E QUALITY HEALTH SYSTEMS SAS,900545698,CARRERA 57 A 44A -07,QUALITYHEALTHSYSTEMSAS@GMAIL.COM
Bogotá D.C,1100126920,JAVIER MARQUEZ FABRICA DE SONRISAS S.A.S.,900731893,CRA 69 No 24 C 51 LOCAL 3,alonmarquez@yahoo.com
Bogotá D.C,1100124974,JD SUMINISTROS MÉDICOS -IPS (INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD) S.A.S.,900281740,KRA 21 No. 39 A -22 Of. 101,jdsuministrosmedicos@yahoo.com
Bogotá D.C,1100124811,JDN MEDICAL IPS SAS,830054059,CR 5 No 71A-06 AP 1001,jdnmedical2000@hotmail.com
Bogotá D.C,1100123159,JEMARZ S.A.S,900267940,KR 19 A # 82-14,direcciondecalidad@jemarz.com
Bogotá D.C,1100126625,JERSALUD SAS,900622551,calle 32 sur # 22 - 10,gerenciajersalud@gmail.com
Bogotá D.C,1100110816,JGC MEDISERVICIOS LTDA,800222326,CL 84 # 18 38 OF 204,
Bogotá D.C,1100108184,JUAN BAUTISTA SALUD OCUPACIONAL SAS,830002115,AK 30 No 46 86 / 90,gerencia@ocupacionaljb.com
Bogotá D.C,1100114619,JUAN CARLOS ARBELAEZ ECHEVERRY SAS,900028915,KR 16 A # 82 46 CS 505,arbelaezmarino@hotmail.com
Bogotá D.C,1100105188,JUCEP LTDA,800080910,kr 19 A No 90 -13 con 406,CLINICAJUCEP@HOTMAIL.COM
Bogotá D.C,1100114524,KALIL & CABALLERO ODONTOLOGOS SAS,830510791,CARRERA 23 # 124 - 70 COS 602,correo@kycodontologos.com
Bogotá D.C,1100129153,Kaloni Colombia SAS,900852763,AK 9 # 113 52 ED TORRES UNIDAS 2 LC 102,infocolombia@kaloni.com
Bogotá D.C,1100121713,keep Salud Ocupacional SAS,900358105,carrera 27 A # 40 A - 42 Local 101 y piso 2,keepso@hotmail.com
Bogotá D.C,1100119864,L I SPA VIVIR NEW STETIC I P S LTDA,900240675,CL 53 # 73 62 PI 2,iris_alarcon@hotmail.com
Bogotá D.C,1100128345,La dentisteria Clinica de Especialistas S.A.S,900847386,Cra 80C#24C-19 Lc 1,ladentisteria.ce@gmail.com
Bogotá D.C,1100105227,LA FONT S.A.S.,860073087,CRA 16 # 86 A 32,fpedroza@lafont.com.co; calidad@lafont.com.co
Bogotá D.C,1100127374,LABCO NOUS COLOMBIA SAS,900399211,CARRERA 12 # 98 - 64 OFICINA 504,nous.colombia@labconous.com
Bogotá D.C,1100105606,LABINTOX S.A.S,800165047,CL 134 No 17-71 DENTRO DE LA CLINICA MONTSERRAT,LABINTOX@HOTMAIL.COM
Bogotá D.C,1100103973,LABOPAT SAS Y/O LABOPAT LABORATORIO CLINICO PATOLOGIA Y CITOLOGIA SAS,800133151,CARRERA 13A No. 96-83 Piso 2 y 3,laboratorio@labopat.com.co
Bogotá D.C,1100126716,Laboral Health SAS,900693544,CL 50 # 8 27 CS 507,jgquijano@laboralhealth.com
Bogotá D.C,1100106516,LABORATORIO BIOCLINICO GOMEZ VESGA G V LTDA Sigla LABORATORIO CLINICO GOMEZ VESGA,860030582,CALLE 108 No. 14-36 LOCAL 1,gomezeugenia@hotmail.com
Bogotá D.C,1100107508,LABORATORIO BIOIMAGEN SOCIEDAD LIMITADA,830016595,CLL 77 NO 27A-20,garantiadecalidad@bioimagen.com.co
Bogotá D.C,1100112336,LABORATORIO CLINICO BIOLAB LTDA,830130006,Cra 45a # 95-73,carolina.cruz@laboratorioclinicobiolab.com
Bogotá D.C,1100123293,LABORATORIO CLINICO COLMEDICOS IPS S.A.S - COLMEDICOS S.A.S,800049104,CARRERA 19 A 76-34,michelle.raigoza@colmedicos.com
Bogotá D.C,1100106243,LABORATORIO CLINICO DE DIAGNOSTICO ANA MARIA VOLLERT LTDA,830002464,AK 24 N° 86A-12,direccionadministrativa@valorar.com.co
Bogotá D.C,1100107411,LABORATORIO CLINICO DE MARLY DANIEL GAMBOA & CIA LTDA,800009646,CALLE 50 # 9 67 INT 101,
Bogotá D.C,1100101095,LABORATORIO CLINICO ENDOCRINO Y CIA SAS,830055667,CARRERA 17A NUMERO 119A - 42,
Bogotá D.C,1100119759,LABORATORIO CLINICO ESPECIALIZADO EXAMENES Y DIAGNOSTICOS S.A.,900263700,kR 19A # 82 - 85 CONS. 209,hprieto@examenesydiagnosticos.com
Bogotá D.C,1100107680,LABORATORIO CLINICO LA CAROLINA S.A,800111969,AC 127 No. 14 - 12 LCO 2,CAROLINA@ANDINET.COM
Bogotá D.C,1100117946,LABORATORIO DE CITOLOGIA Y PATOLOGIA EU Dra. Johanna Garavito Mazutier,900181665,TV 94 # 84 - 25 CS 301 Y 305,lapacitltda@hotmail.com
Bogotá D.C,1100118131,LABORATORIO DE CITOPATOLOGIA Y PATOLOGIA LTDA CITOMAP,900153232,CL 45 C 21 A 33 CS 505,citoalex@yahoo.es
Bogotá D.C,1100104570,LABORATORIO DE GENETICA Y BIOLOGIA MOLECULAR LTDA,830061421,AC 134 No 7B - 83 Consultorio 123 - 124,hossa@cable.net.co-labgenmol@gmail.com
Bogotá D.C,1100107091,LABORATORIO DE INVESTIGACIÓN HORMONAL LIH S.A.,800075543,CRA 7 B # 123 40,administrador@lablih.netinfo@lablih.netgerencia@lablih.net
Bogotá D.C,1100109409,LABORATORIO DE ORTESIS Y PROTESIS GILETE Y CIA. LIMITADA,800085883,CALLE 33A # 13 55,gerente.colombia@laboratorio-gilete.com
Bogotá D.C,1100101995,LABORATORIO DE OTONEUROLOGIA - INSTITUTO NACIONAL DE OTOLOGIA GARCIA GOMEZ SAS,800173625,AV. 9 116 - 20 CS. 201 219 A 219 B,otolab@cable.net.co
Bogotá D.C,1100120878,LABORATORIO DE PATOLOGIA JORGE GARCÍA CUESTAS Y CIA LTDA,860038573,CL 134 # 7 B 83 CS 708 A,patologiajgc@gmail.com
Bogotá D.C,1100113602,LABORATORIO DE PATOLOGIA Y CITOLOGIA ONCOLOGICA PALERMO S.A.S,830138056,KR 23 # 45 C - 31 CS 202A Y CS 212,patologiapalermo@hotmail.com
Bogotá D.C,1100119190,LABORATORIO DE REFERENCIA EN HEMOSTASIA LRH LTDA,900197001,KR 9 # 48 40 CS 603 - 604,labhemostasia@labhemostasia.com
Bogotá D.C,1100106069,LABORATORIO DE TOXICOLOGIA VARGAS MELO LTDA,830103873,CALLE 71 # 10 48,VARGASTOX@YAHOO.COM
Bogotá D.C,1100108798,LABORATORIO ESPECIALIZADO SERVICONTROL LTDA,830114623,CALLE 33 A # 14 30 CONS 208,
Bogotá D.C,1100106422,LABORATORIO INMUNO CLINICO S.A.S,860350421,CALLE 100 N° 11 A-07 CONSULTORIO 204,inmunoclinico@hotmail.com
Bogotá D.C,1100127346,LABORATORIO LORENA VEJARANO SAS,900435146,Calle 25G Nº85B-89,gerenciacentral@lorenavejarano.com
Bogotá D.C,1100112848,LABORATORIO MEDICO ECHAVARRIA S.A.S,890906793,KR 44 # 18 05,gescalidad@labechavarria.com
Bogotá D.C,1100104321,LABORATORIO PATOLOGICO DR. J. HERNAN ZARATE GALEANO LTDA,800195827,KR. 19 C Nº 90-14 CS. 501,labpat.hzarate@live.com
Bogotá D.C,1100101582,LABORATORIO VASCULAR ECOLAB Y COMPAÑIA LIMITADA,830017706,KR 18 # 84 11 CS 603,guillermobreton@cable.net.co
Bogotá D.C,1100117261,LACORSALUD LTDA,900128332,CALLE 75 No.22-66,uapheroes@gmail.com
Bogotá D.C,1100121098,ladent ips sas,900352341,CARRERA 50 nO 21-41 LC 206,ladentgerencia@hotmail.com
Bogotá D.C,1100123845,LAFAM SAS,900407148,AC 138 50 50,daianna.munoz@lafamvisioncenter.com.co
Bogotá D.C,1100116765,LANDMARK RADIOLOGIA DENTOFACIAL LTDA.,900089131,CL 53 B Nº 24 - 80 CS 714,landmarkradiologia@yahoo.com
Bogotá D.C,1100109629,LASER CENTER S.A,830023136,CALLE 134 # 13 83,
Bogotá D.C,1100116143,Laser Medical Care S.A.S. LA CARE S.A.S.,900081140,Carrera 21 A # 124 - 55 Consultorio 403,aura.ruiz@lacare.co
Bogotá D.C,1100117183,LAURITA-CORPORACION PARA EL DESARROLLO INTEGRAL LTDA,900130598,KR 65 No.96-31,
Bogotá D.C,1100128212,LCA MEDICAL SAS,900822927,CL 72 No 20 B 17 PISO 1 CS 8 PISO 2 CS 7,lcamedical@gmail.com
Bogotá D.C,1100123618,LECOGRAPHIE LTDA,900202347,CARRERA 19 C N° 90 - 14 CS 504,lecographie@gmail.com
Bogotá D.C,1100120480,LEONARDO PINZON SOCIEDAD POR ACCIONES SIMPLIFICADA LEONARDO PINZON SAS LEONARDO PINZON BARRETO MEDICOS ASOCIADOS,900266208,CL 139 # 19 - 16,pinzonbarretomedas@hotmail.com
Bogotá D.C,1100117448,LICOOS LIGA CONTRA LA OSTEOPOROSIS SAS,900141362,DIAGONAL 48 Nº 18-09,gerencialicoos@gmail.com
Bogotá D.C,1100121070,LIGA COLOMBIANA CONTRA EL CÁNCER,860006560,Carrera 12 A Nº 77- 34,presidencia@ligacancercolombia.org
Bogotá D.C,1100122298,LIGA COLOMBIANA CONTRA EL INFARTO Y LA HIPERTENSION ARTERIAL,830082132,CALLE 82 N. 24-66,LUDY.SAENZ@COLOMBIACORAZON.COM
Bogotá D.C,1100108972,LIGA CONTRA EL CANCER SECCIONAL BOGOTA,860043211,CALLE 56 # 6 28,gleon@ligacontraelcancer.com.co
Bogotá D.C,1100115099,LINDE COLOMBIA S.A,860005114,AK 14 No. 40A-04,XIMENA.PINZON@LINDE.COM
Bogotá D.C,1100119937,LINK AND TRADE CONECTION C I LTDA LINK TRADE C.I. LTDA,830120641,CARRERA 20 No 53-84 Piso1 consultorio 101 - 102,salud.ocupacional@linktrade.com.co
Bogotá D.C,1100100661,LITOMEDICA S.A,800048880,CRA 13 # 49 40 CONS 620,LITOMEDICA@EMPRESARIO.COM.CO
Bogotá D.C,1100130028,Logic Medical Service Assist SAS,900781094,Cll 42 Bis A Sur # 74 - 35 1 PISO,logic.operaciones@gmail.com
Bogotá D.C,1100117728,LUIS EDUARDO BUITRAGO AVILA Y / O UNIDAD CLINICA ODONTOLOGICA VENECIA SAS,900172482,CL 45A SUR 51D 31,lebavenecia@hotmail.com
Bogotá D.C,1100118302,luria centro de neurosicologia ltda,900174414,CARRERA 11 A NO. 116 - 57,lurianeuropsicologia@gmail.com
Bogotá D.C,1100122395,LVB MEDICINA ESTETICA IPS SAS,900395138,Avenida 15 No. 100-69 Oficina 509,lvbmedicinaesteticaycirugia@hotmail.com
Bogotá D.C,1100124430,M F SILHOUETTE S A S,900466430,CL 171 Nº 55A-07,mfsilhouette@hotmail.com
Bogotá D.C,1100131327,M.Q.S COLOMBIA SAS,901045750,Calle 169B No. 67 61 LC 1,clinilupus@hotmail.com
Bogotá D.C,1100103323,MAGBA NEURODIGITAL S.A.S,830078811,CARRERA 16A # 82-46 CONSULTORIO 711,magbaneuro@hotmail.com
Bogotá D.C,1100117858,MANTILLA SILVA S.A.S.,900134936,CL 87 # 15 23 OFICINA 601,clinilopman@yahoo.com
Bogotá D.C,1100129274,MANUFACTURAS MM SAS - MM GROUP SAS,900792675,CARRERA 63 N. 5 A 27 CONS 202,administracion@mmgroup.com.co
Bogotá D.C,1100111819,MARIA TERESA GALIANO SERVIMED SAS,800021891,CL 50 # 8 24 CS 207 402 403 405 407 408 501,ADMINISETRACION@MTGALIANO.COM
Bogotá D.C,1100122580,MARLON BECERRA SAS,900176348,CALLE 18 SUR -17-13 PISO 2,recursoshumanos@marlonbecerrasas.com
Bogotá D.C,1100109316,MART SALUD IPS EU,830068715,CRA 11 A No 97-37 SEGUNDO PISO,cristimart5@hotmail.com
Bogotá D.C,1100117930,MARTHA TORRES DE RESTREPO IPS E.U,900173780,KR 16 # 82 75 CS 501,martafisio@yahoo.es
Bogotá D.C,1100125114,Martinez y Santacruz S.A.S,900587732,AC 53 21 62 IN 101,carosantacruz@gmail.com
Bogotá D.C,1100107392,MARYEP S.A,830018539,CRA 47 # 95-14,maryep@cable.net.co
Bogotá D.C,1100122219,MAXIDENT CEDRITOS CLINICAS ODONTOLÓGICAS SAS,900429728,Cra.19D No 63-14 Sur P 2,maxidentcedritos@hotmail.com
